Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow IAT Mean,Flow IAT Std,Packet Length Mean,Packet Length Std,Average Packet Size,Active Mean,Idle Mean,Protocol,target
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
21716,2,2,84.0,116.0,7238.666666666666,12534.274344106774,48.4,8.763560920082657,60.5,0.0,0.0,17,0
46,2,0,12.0,0.0,46.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
115505783,43,44,31132.0,3600.0,1343090.4999999998,3358740.614840798,411.27272727272725,835.9264490451095,416.0,80987.58333333331,9537432.666666668,6,0
7143775,2,8,0.0,0.0,793752.777777778,1412268.981536518,0.0,0.0,0.0,0.0,0.0,6,0
117,2,2,12.0,12.0,39.0,34.11744421846396,6.0,0.0,7.5,0.0,0.0,6,1
10202635,18,19,6958.0,14076.0,283406.5277777778,1657738.3886294947,553.5263157894739,778.9425172852672,568.4864864864865,249574.0,9953058.0,6,0
9015180,6,0,0.0,0.0,1803036.0,2686656.56537703,0.0,0.0,0.0,3009171.0,6006006.0,6,0
3,3,0,0.0,0.0,1.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,6,0
1452782,32,42,2728.0,7566.0,19901.123287671235,59340.413811833074,137.2533333333333,376.8781111057401,139.1081081081081,0.0,0.0,6,0
22939,2,2,64.0,96.0,7646.333333333334,13238.64167251812,38.4,8.763560920082657,48.0,0.0,0.0,17,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
111285858,48,36,5268.0,9136.0,1340793.4698795185,3394373.59870138,169.45882352941177,285.96826134835214,171.47619047619048,184659.54545454547,9929614.727272728,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
46351,2,2,82.0,138.0,15450.333333333332,26746.906836741586,52.2,15.336231610144653,65.25,0.0,0.0,17,0
118048775,893,1648,12300.0,2742982.0,46475.89566929133,1648459.7384647224,1083.9032258064478,925.830846150742,1084.3297914207003,253239.5,58757749.0,6,0
42236350,6,2,36.0,12.0,6033764.285714285,11306291.452314056,6.0,0.0,6.75,55.0,21118119.5,6,1
45220,2,2,60.0,170.0,15073.333333333332,26102.583020332168,52.0,30.124740662784134,65.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
68,2,2,12.0,12.0,22.666666666666664,36.66515148384544,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
3454,7,2,286.0,12.0,431.75,1181.6441028136542,35.5,24.01041440708593,39.44444444444443,0.0,0.0,6,0
25274,1,2,6.0,12.0,12637.0,17867.174147021684,6.0,0.0,8.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
109,2,2,12.0,12.0,36.33333333333333,61.19912853410033,6.0,0.0,7.5,0.0,0.0,6,1
49,2,2,12.0,12.0,16.333333333333332,26.558112382722783,6.0,0.0,7.5,0.0,0.0,6,1
99,1,2,6.0,12.0,49.5,67.17514421272203,6.0,0.0,8.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
116,2,2,12.0,12.0,38.66666666666667,34.268547289509264,6.0,0.0,7.5,0.0,0.0,6,1
229,4,0,129.0,0.0,76.33333333333334,128.74911002928653,35.0,17.464249196572982,43.75,0.0,0.0,6,0
2,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
105,2,2,12.0,12.0,35.0,30.26549190084312,6.0,0.0,7.5,0.0,0.0,6,1
21316,2,2,74.0,186.0,7105.333333333334,12303.334277070317,59.4,30.672463220289305,74.25,0.0,0.0,17,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
42214474,8,2,48.0,12.0,4690497.111111111,7918410.929767703,6.0,0.0,6.6,50.0,14071441.0,6,1
20885,2,2,84.0,438.0,6961.666666666666,12052.764219602626,112.8,96.9468926784144,141.0,0.0,0.0,17,0
103,2,2,12.0,12.0,34.33333333333333,59.46707772653146,6.0,0.0,7.5,0.0,0.0,6,1
20917,2,2,76.0,154.0,6972.333333333334,12071.239428216695,53.6,21.36117974270148,67.0,0.0,0.0,17,0
59,2,2,12.0,12.0,19.666666666666664,32.331615074619044,6.0,0.0,7.5,0.0,0.0,6,1
85,2,2,12.0,12.0,28.333333333333336,47.34272207354931,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
63,1,2,6.0,12.0,31.5,40.30508652763321,6.0,0.0,8.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,59.0,0.0,1.0,0.0,37.333333333333336,27.13546265191241,56.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
55774,1,3,6.0,18.0,18591.333333333336,30970.90286596975,6.0,0.0,7.5,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,37.0,0.0,0.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
43635508,8,2,48.0,12.0,4848389.777777778,8163383.019120823,6.0,0.0,6.6,38.66666666666667,14545130.333333336,6,1
89692,17,15,1608.0,9406.0,2893.290322580646,6817.619077036346,333.7575757575758,625.6856254493463,344.1875,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
102,2,2,12.0,12.0,34.0,58.02585630561604,6.0,0.0,7.5,0.0,0.0,6,1
116486115,42,50,7910.0,2408.0,1280067.197802198,8544651.668629201,110.94623655913983,237.08755333766285,112.15217391304348,238224.5,57965872.0,6,0
55,2,2,12.0,12.0,18.333333333333336,30.02221399786054,6.0,0.0,7.5,0.0,0.0,6,1
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
20919,2,2,100.0,156.0,6973.0,12072.394128755075,61.2,15.336231610144653,76.5,0.0,0.0,17,0
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
67508644,14,2,84.0,12.0,4500576.2666666685,5969653.129206689,6.0,0.0,6.375,13.166666666666664,11251427.333333332,6,1
60145,2,2,90.0,146.0,20048.333333333336,34720.40181699131,56.2,15.336231610144653,70.25,0.0,0.0,17,0
3,3,0,0.0,0.0,1.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,6,0
116361069,38,32,2640.0,5214.0,1686392.304347826,3748402.250826604,110.61971830985908,262.5087408720045,112.2,377986.36363636353,10198417.545454543,6,0
0,2,0,37.0,0.0,0.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
593949,7,2,804.0,0.0,74243.62500000001,185827.4779742433,80.39999999999998,164.77742563834403,89.33333333333331,0.0,0.0,6,0
52964775,8,2,198.0,78.0,5884975.0,17649184.44308367,28.63636363636364,15.200478461369086,31.5,15028.0,52949465.0,6,0
299,1,6,0.0,123.0,49.83333333333334,54.079262815488406,15.374999999999998,21.71857335488288,17.571428571428573,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
163136,17,12,1712.0,5768.0,5826.2857142857165,13306.252105703135,249.33333333333331,432.43754449059753,257.9310344827586,0.0,0.0,6,0
186,5,0,154.0,0.0,46.5,88.33459118601273,33.333333333333336,17.90716802475106,40.0,0.0,0.0,6,0
20914,2,2,92.0,170.0,6971.333333333334,12070.373413168843,61.6,21.36117974270148,77.0,0.0,0.0,17,0
66,1,4,0.0,24.0,16.5,29.681644159311663,4.0,3.0983866769659336,4.8,0.0,0.0,6,0
60558118,10,2,60.0,12.0,5505283.454545455,8266649.804003147,6.0,0.0,6.5,13.75,15139515.5,6,1
119,2,2,12.0,12.0,39.66666666666667,34.428670223134276,6.0,0.0,7.5,0.0,0.0,6,1
116,2,2,12.0,12.0,38.66666666666667,66.10849668033099,6.0,0.0,7.5,0.0,0.0,6,1
20743,2,2,80.0,112.0,6914.333333333334,11970.7804813777,46.4,8.763560920082657,58.0,0.0,0.0,17,0
21197,2,2,62.0,164.0,7065.666666666666,12234.629595264963,51.4,27.933850432763467,64.25,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
46056,2,2,62.0,94.0,15352.0,26586.979896182267,37.4,8.763560920082657,46.75,0.0,0.0,17,0
185,1,2,6.0,12.0,92.5,127.98632739476508,6.0,0.0,8.0,0.0,0.0,6,0
573,3,2,82.0,12.0,143.25,190.48075143348908,22.0,17.527121840165314,26.4,0.0,0.0,6,0
101,2,2,12.0,12.0,33.66666666666667,29.19474838619667,6.0,0.0,7.5,0.0,0.0,6,1
102,2,2,12.0,12.0,34.0,57.15767664977295,6.0,0.0,7.5,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
3,2,0,12.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
55135,2,2,82.0,114.0,18378.333333333336,31826.144917871112,47.4,8.763560920082657,59.25,0.0,0.0,17,0
98,2,2,12.0,12.0,32.666666666666664,54.84827557301445,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
106,2,2,12.0,12.0,35.33333333333333,30.237945256470947,6.0,0.0,7.5,0.0,0.0,6,1
126,1,2,6.0,12.0,63.0,86.2670273047588,6.0,0.0,8.0,0.0,0.0,6,0
22801,2,2,86.0,198.0,7600.333333333334,13158.967335369947,65.4,30.672463220289305,81.75,0.0,0.0,17,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
301,1,3,6.0,18.0,100.33333333333331,96.55223111525352,6.0,0.0,7.5,0.0,0.0,6,0
21726,2,2,86.0,204.0,7242.0,12539.18183136364,66.6,32.3156308928048,83.25,0.0,0.0,17,0
61000,2,2,86.0,198.0,20333.333333333336,35214.90231895203,65.4,30.672463220289305,81.75,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
291009,15,10,5079.0,1372.0,12125.375,31624.637120877363,248.11538461538464,474.0639895139116,258.04,0.0,0.0,6,0
3,2,0,12.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
31354782,6,0,36.0,0.0,6270956.4,8857773.07182837,6.0,0.0,7.0,1.0,15677389.5,6,1
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
89669,20,16,1626.0,9406.0,2561.971428571428,6342.439248176266,298.16216216216213,508.56412867304454,306.4444444444445,0.0,0.0,6,0
20666,2,2,82.0,114.0,6888.666666666666,11927.19054653414,47.4,8.763560920082657,59.25,0.0,0.0,17,0
60786,2,2,68.0,158.0,20262.0,35089.617310537884,52.0,24.647515087732486,65.0,0.0,0.0,17,0
52,2,2,12.0,12.0,17.333333333333332,27.428695436227606,6.0,0.0,7.5,0.0,0.0,6,1
55880,1,3,6.0,18.0,18626.666666666668,29577.941955675917,6.0,0.0,7.5,0.0,0.0,6,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
53,2,2,12.0,12.0,17.666666666666664,29.737742572921253,6.0,0.0,7.5,0.0,0.0,6,1
21363,2,2,86.0,142.0,7121.0,12330.469699082836,54.2,15.336231610144653,67.75,0.0,0.0,17,0
22882,2,2,86.0,118.0,7627.333333333334,13195.341766446723,49.4,8.763560920082657,61.75,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
106,2,2,12.0,12.0,35.33333333333333,30.43572462310259,6.0,0.0,7.5,0.0,0.0,6,1
54954,1,1,6.0,6.0,54954.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
20952,2,2,84.0,116.0,6984.0,12094.910789253468,48.4,8.763560920082657,60.5,0.0,0.0,17,0
54899,1,2,6.0,12.0,27449.5,38815.21253967315,6.0,0.0,8.0,0.0,0.0,6,0
118137814,34,40,2462.0,9294.0,1618326.2191780822,9594256.26488295,156.74666666666667,331.2016244465538,158.86486486486487,555742.5,58385579.5,6,0
21300,2,2,68.0,138.0,7100.0,12292.36458131632,48.0,19.17028951268081,60.0,0.0,0.0,17,0
21170,2,2,86.0,204.0,7056.666666666666,12218.175081956117,66.6,32.3156308928048,83.25,0.0,0.0,17,0
168,1,2,6.0,12.0,84.0,114.5512985522207,6.0,0.0,8.0,0.0,0.0,6,0
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
47630,2,2,94.0,206.0,15876.666666666668,27493.131148221968,69.4,30.672463220289305,86.75,0.0,0.0,17,0
171,1,2,6.0,12.0,85.5,119.50104602052652,6.0,0.0,8.0,0.0,0.0,6,0
129,2,2,12.0,12.0,43.0,40.58324777540604,6.0,0.0,7.5,0.0,0.0,6,1
21190,2,2,68.0,564.0,7063.333333333334,12228.856051705465,133.2,135.8351942612812,166.5,0.0,0.0,17,0
21039,2,2,74.0,212.0,7013.0,12142.542196756,64.6,37.79285646785646,80.75,0.0,0.0,17,0
47188,2,2,86.0,204.0,15729.333333333332,27239.674380090033,66.6,32.3156308928048,83.25,0.0,0.0,17,0
100,2,2,12.0,12.0,33.33333333333333,28.04163571073081,6.0,0.0,7.5,0.0,0.0,6,1
117278527,47,40,6675.0,7040.0,1363703.8023255812,3406629.0704296664,155.8522727272728,425.99647993183646,157.64367816091954,373713.09090909094,10201105.636363637,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
57777907,12,10,72.0,60.0,2751328.9047619044,5694415.069356034,6.0,0.0,6.2727272727272725,94.8,11555486.4,6,1
64272,1,2,6.0,12.0,32136.0,45444.33861329703,6.0,0.0,8.0,0.0,0.0,6,0
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
140,1,2,6.0,12.0,70.0,94.75230867899737,6.0,0.0,8.0,0.0,0.0,6,0
83,2,2,12.0,12.0,27.666666666666664,46.188021535170066,6.0,0.0,7.5,0.0,0.0,6,1
97,5,0,154.0,0.0,24.25,45.169126624277354,33.333333333333336,17.90716802475106,40.0,0.0,0.0,6,0
21766,1,1,0.0,0.0,21766.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
56387,1,3,6.0,18.0,18795.666666666664,31160.00709777412,6.0,0.0,7.5,0.0,0.0,6,0
20585,2,2,90.0,172.0,6861.666666666666,11881.291189653311,61.4,22.456624857711805,76.75,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
557109,17,19,1422.0,24188.0,15917.399999999996,68129.82848045684,692.1621621621623,864.2730250689663,711.3888888888887,0.0,0.0,6,0
73,2,2,12.0,12.0,24.333333333333336,40.41451884327381,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
6013865,4,0,24.0,0.0,2004621.6666666665,3472104.844569261,6.0,0.0,7.5,1.0,6013863.0,6,1
28834,1,1,6.0,6.0,28834.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
95,2,2,12.0,12.0,31.666666666666664,26.85764943797825,6.0,0.0,7.5,0.0,0.0,6,1
20990,2,2,106.0,138.0,6996.666666666666,12114.252033589748,59.4,8.763560920082657,74.25,0.0,0.0,17,0
8996366,6,0,0.0,0.0,1799273.2,2682991.91491443,0.0,0.0,0.0,2995940.0,6000423.0,6,0
45071,2,2,92.0,170.0,15023.666666666668,26008.76399088072,61.6,21.36117974270148,77.0,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
3,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
7140926,2,8,0.0,0.0,793436.222222222,1411118.8131380696,0.0,0.0,0.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
55062,1,1,6.0,6.0,55062.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
26810,1,1,0.0,0.0,26810.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
112,2,2,12.0,12.0,37.33333333333333,63.799164048859865,6.0,0.0,7.5,0.0,0.0,6,1
105,2,2,12.0,12.0,35.0,58.88972745734182,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
415886,6,0,132.0,0.0,83177.2,185985.96026098312,22.0,0.0,25.66666666666667,0.0,0.0,17,0
21278,2,2,74.0,186.0,7092.666666666666,12280.528910976647,59.4,30.672463220289305,74.25,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
21650,2,2,48.0,198.0,7216.666666666666,12494.437175532692,54.0,41.07919181288746,67.5,0.0,0.0,17,0
45,2,0,12.0,0.0,45.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
111,3,0,18.0,0.0,55.5,75.6604255869606,6.0,0.0,8.0,0.0,0.0,6,0
188,2,2,12.0,12.0,62.66666666666667,105.94495426084876,6.0,0.0,7.5,0.0,0.0,6,1
20735,2,2,66.0,276.0,6911.666666666666,11967.027715073336,75.0,57.51086853804245,93.75,0.0,0.0,17,0
115260172,40,41,5793.0,12082.0,1440752.15,3479905.3091121083,217.9878048780488,607.268840213202,220.679012345679,44428.181818181816,10001851.09090909,6,0
99,2,2,12.0,12.0,33.0,55.42562584220408,6.0,0.0,7.5,0.0,0.0,6,1
101,2,2,12.0,12.0,33.66666666666667,56.58032638058332,6.0,0.0,7.5,0.0,0.0,6,1
58,2,2,12.0,12.0,19.333333333333336,31.75426480542941,6.0,0.0,7.5,0.0,0.0,6,1
85,2,2,12.0,12.0,28.333333333333336,47.34272207354931,6.0,0.0,7.5,0.0,0.0,6,1
83,2,2,12.0,12.0,27.666666666666664,46.188021535170066,6.0,0.0,7.5,0.0,0.0,6,1
111,2,2,12.0,12.0,37.0,62.353829072479584,6.0,0.0,7.5,0.0,0.0,6,1
47,2,0,12.0,0.0,47.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1064403,2,4,0.0,0.0,212880.6,445770.3648688414,0.0,0.0,0.0,0.0,0.0,6,0
100,2,2,12.0,12.0,33.33333333333333,56.0029761113937,6.0,0.0,7.5,0.0,0.0,6,1
25605,2,2,62.0,94.0,8535.0,14779.589540985233,37.4,8.763560920082657,46.75,0.0,0.0,17,0
47,2,0,12.0,0.0,47.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
46382,2,2,84.0,140.0,15460.666666666668,26774.33006320295,53.2,15.336231610144653,66.5,0.0,0.0,17,0
1,2,0,31.0,0.0,1.0,0.0,20.666666666666664,17.8978583448784,31.0,0.0,0.0,6,0
95,1,2,6.0,12.0,47.5,62.93250352560272,6.0,0.0,8.0,0.0,0.0,6,0
6188968,44,45,7324.0,59996.0,70329.18181818182,532851.644786339,747.9999999999999,838.3953372801125,756.4044943820224,1188655.0,5000310.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
68,1,2,6.0,12.0,34.0,43.84062043356594,6.0,0.0,8.0,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1206,4,0,129.0,0.0,402.0,691.9544782715117,35.0,17.464249196572982,43.75,0.0,0.0,6,0
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
48,2,0,12.0,0.0,48.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
117331181,36,44,2296.0,2398.0,1485204.8227848103,9204569.346333776,59.27160493827157,74.58820488952644,60.0125,305145.0,58233478.5,6,0
171,4,0,123.0,0.0,57.0,94.39809320108114,33.8,19.979989989987484,42.25,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
438,3,2,82.0,12.0,109.5,141.20788457684176,22.0,17.527121840165314,26.4,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,31.0,0.0,1.0,0.0,20.666666666666664,17.8978583448784,31.0,0.0,0.0,6,0
21064,2,2,84.0,116.0,7021.333333333334,12158.70800427962,48.4,8.763560920082657,60.5,0.0,0.0,17,0
63,1,2,0.0,0.0,31.5,41.71930009000632,0.0,0.0,0.0,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
115340108,33,30,1034.0,2832.0,1860324.3225806449,3851692.480715592,60.40625,184.1240712430374,61.36507936507937,66443.72727272728,9986439.454545457,6,0
21385,2,2,84.0,140.0,7128.333333333334,12344.903455812577,53.2,15.336231610144653,66.5,0.0,0.0,17,0
1,2,0,453.0,0.0,1.0,0.0,291.66666666666663,225.7439552531437,437.5,0.0,0.0,6,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,37.0,0.0,1.0,0.0,22.666666666666664,14.433756729740644,34.0,0.0,0.0,6,0
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
102,2,2,12.0,12.0,34.0,57.15767664977295,6.0,0.0,7.5,0.0,0.0,6,1
1465,3,5,104.0,0.0,209.2857142857143,481.4141371299471,11.555555555555555,22.92984469589312,13.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
60053137,12,4,72.0,24.0,4003542.466666667,5941760.448136812,6.0,0.0,6.375,44.8,12010582.4,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
55472877,14,12,109.0,72.0,2218915.08,4110255.9206835176,6.925925925925927,4.811252243246882,7.1923076923076925,28690.83333333333,9216788.333333332,6,0
67565,2,2,62.0,94.0,22521.666666666664,39004.34081398292,37.4,8.763560920082657,46.75,0.0,0.0,17,0
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
118303077,109,167,21428.0,116982.0,430193.0072727273,4942235.8676794665,499.6750902527072,657.3440101456448,501.4855072463768,957129.5,58065282.5,6,0
78,2,2,12.0,12.0,26.0,43.30127018922192,6.0,0.0,7.5,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
321,3,0,18.0,0.0,160.5,224.1528496361356,6.0,0.0,8.0,0.0,0.0,6,0
112,2,2,12.0,12.0,37.33333333333333,62.06716791777544,6.0,0.0,7.5,0.0,0.0,6,1
104726336,138,234,3572.0,341048.0,282281.22911051236,3856461.819821597,923.9142091152812,786.9799106183792,926.3978494623656,162845.0,52178976.5,6,0
51805099,10,8,60.0,48.0,3047358.7647058815,6509083.889157631,6.0,0.0,6.333333333333332,86.5,12951161.25,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,0
37706759,8,4,48.0,24.0,3427887.1818181816,6196538.704193331,6.0,0.0,6.5,75.66666666666666,12568843.666666664,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
2,2,0,12.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
1,2,0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
0,2,0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,6,1
709,4,0,129.0,0.0,236.33333333333331,405.87723924030695,35.0,17.464249196572982,43.75,0.0,0.0,6,0
295,3,0,18.0,0.0,147.5,205.7680733252853,6.0,0.0,8.0,0.0,0.0,6,0
114838981,39,0,0.0,0.0,3022078.447368421,4511554.114698277,0.0,0.0,0.0,5.5,9569909.166666668,0,0
21184,2,2,60.0,92.0,7061.333333333334,12225.391950090325,36.4,8.763560920082657,45.5,0.0,0.0,17,0
20884,2,2,62.0,94.0,6961.333333333334,12053.918961621292,37.4,8.763560920082657,46.75,0.0,0.0,17,0
